end_date,t_end,B,log_price,log_excess,momentum_6m
2020-12-24 16:29:59.999999680,11.418720,18.173625,4.375957,0.175497,0.279767
2021-01-24 02:59:59.999999744,11.502053,28.640187,4.597298,0.380790,-0.050804
2021-02-23 13:29:59.999999744,11.585387,39.906698,4.695558,0.463118,-0.026610
2021-03-25 23:59:59.999999680,11.668720,44.434528,4.726392,0.478133,-0.197795
2021-04-25 10:29:59.999999744,11.752053,38.917657,4.710583,0.446619,0.184445
2021-05-25 20:59:59.999999744,11.835387,26.297047,4.595491,0.315932,0.332563
2021-06-25 07:29:59.999999680,11.918720,4.874015,4.515841,0.220797,0.389799
2021-07-25 17:59:59.999999744,12.002053,-9.547762,4.571896,0.261475,-0.036087
2021-08-25 04:29:59.999999680,12.085387,-11.547406,4.682253,0.356561,-0.235440
2021-09-24 14:59:59.999999680,12.168720,-6.631276,4.627494,0.286637,0.045849
2021-10-25 01:29:59.999999744,12.252053,5.291091,4.802805,0.446885,-0.399355
2021-11-24 11:59:59.999999680,12.335387,16.672615,4.761772,0.390892,-0.576483
2021-12-24 22:29:59.999999680,12.418720,13.645974,4.710740,0.325000,-0.751430
2022-01-24 08:59:59.999999680,12.502053,1.764978,4.553853,0.153353,-0.449029
2022-02-23 19:29:59.999999680,12.585387,-6.354674,4.564533,0.149371,-0.455250
2022-03-26 05:59:59.999999680,12.668720,-11.293786,4.650419,0.220691,-0.730768
2022-04-25 16:29:59.999999680,12.752053,-10.874531,4.603128,0.158930,-0.606269
2022-05-26 02:59:59.999999680,12.835387,-9.393698,4.473530,0.014957,-0.498892
2022-06-25 13:29:59.999999680,12.918720,-13.924186,4.335025,-0.137831,-0.204589
2022-07-25 23:59:59.999999680,13.002053,-21.007536,4.329339,-0.157708,0.067331
2022-08-25 10:29:59.999999680,13.085387,-23.140164,4.336908,-0.164239,0.092729
2022-09-24 20:59:59.999999680,13.168720,-23.040197,4.285035,-0.230122,0.329875
2022-10-25 07:29:59.999999680,13.252053,-15.430064,4.299993,-0.229086,0.318321
2022-11-24 17:59:59.999999680,13.335387,-9.508642,4.224085,-0.318830,0.407439
2022-12-25 04:29:59.999999680,13.418720,-7.967903,4.232730,-0.323933,0.502381
2023-01-24 14:59:59.999999680,13.502053,-7.098577,4.363004,-0.207322,0.212896
2023-02-24 01:29:59.999999680,13.585387,2.611480,4.383273,-0.200634,0.077127
2023-03-26 11:59:59.999999680,13.668720,9.045559,4.449973,-0.147430,-0.052622
2023-04-25 22:29:59.999999680,13.752053,16.376563,4.459154,-0.151663,0.158057
2023-05-26 08:59:59.999999552,13.835387,17.399757,4.427804,-0.196347,0.303392
2023-06-25 19:29:59.999999680,13.918720,11.867419,4.483921,-0.153483,0.306713
2023-07-26 05:59:59.999999680,14.002053,7.119785,4.469453,-0.181126,0.276313
2023-08-25 16:29:59.999999552,14.085387,3.946971,4.421836,-0.241839,0.578903
2023-09-25 02:59:59.999999680,14.168720,-1.236976,4.423662,-0.253032,0.843202
2023-10-25 13:29:59.999999680,14.252053,-0.190425,4.538182,-0.151453,0.546976
2023-11-24 23:59:59.999999552,14.335387,5.247690,4.579500,-0.123003,0.524529
2023-12-25 10:29:59.999999680,14.418720,11.190145,4.637277,-0.078018,0.309530
2024-01-24 20:59:59.999999680,14.502053,17.703147,4.607609,-0.120405,0.428302
2024-02-24 07:29:59.999999552,14.585387,20.813286,4.711287,-0.029373,0.195090
2024-03-25 17:59:59.999999680,14.668720,24.514663,4.845263,0.092029,-0.080456
2024-04-25 04:29:59.999999552,14.752053,22.421014,4.811670,0.045934,0.037020
2024-05-25 14:59:59.999999552,14.835387,19.161410,4.841765,0.063596,0.291225
2024-06-25 01:29:59.999999680,14.918720,16.125946,4.792042,0.001511,0.396838
2024-07-25 11:59:59.999999552,15.002053,7.874998,4.821760,0.018936,0.399435
2024-08-24 22:29:59.999999552,15.085387,-2.343758,4.808832,-0.006218,0.342512
2024-09-24 08:59:59.999999552,15.168720,-4.277144,4.805035,-0.022174,0.275589
2024-10-24 19:29:59.999999552,15.252053,-1.909826,4.830181,-0.009119,0.292363
2024-11-24 05:59:59.999999552,15.335387,4.954771,4.987377,0.136052,0.105055
2024-12-24 16:29:59.999999552,15.418720,16.635873,4.990461,0.127175,0.081632
2025-01-24 02:59:59.999999552,15.502053,21.019771,5.021478,0.146296,0.098291
2025-02-23 13:29:59.999999552,15.585387,20.872332,4.980089,0.093074,0.138036
2025-03-25 23:59:59.999999552,15.668720,11.121913,4.942829,0.044046,0.214942
2025-04-25 10:29:59.999999552,15.752053,0.051270,4.976362,0.065872,0.145290
2025-05-25 20:59:59.999999552,15.835387,-2.089162,5.039905,0.117769,-0.188485
2025-06-25 07:29:59.999999552,15.918720,2.510973,5.031277,0.097558,-0.173785
2025-07-25 17:59:59.999999552,16.002053,8.116354,5.070623,0.125381,-0.241553
2025-08-25 04:29:59.999999552,16.085387,13.183990,5.049107,0.092400,-0.482778
2025-09-24 14:59:59.999999552,16.168720,10.632395,5.050300,0.082190,-0.434255
2025-10-25 01:29:59.999999552,16.252053,4.616480,5.049007,0.069551,
2025-11-24 11:59:59.999999552,16.335387,-1.357754,4.945662,-0.045082,
2025-12-24 22:29:59.999999552,16.418720,-8.583924,4.944385,-0.057589,
2026-01-24 08:59:59.999999552,16.502053,-11.276256,4.949847,-0.063300,
2026-02-23 19:29:59.999999552,16.585387,-16.722040,4.807718,-0.216547,
2026-03-26 05:59:59.999999552,16.668720,-19.444361,4.833173,-0.202153,
