t0_date,weighting,n_samples,beta_ols,beta_qr,alpha_ols,r2_var,r2_fixed,sigma_var,sigma_fixed
2015-04-06,unweighted,3657,2.2926629614891647,2.3860919518348993,2.5540093832523008,0.8920812933049366,0.8920812933049366,0.21003538231376537,0.21003538231376537
2015-04-06,1_over_t,3657,2.3065210875537616,2.2924424607469476,2.546007071952086,0.9169605749547959,0.8920402251275715,0.21007534271602343,0.21007534271602343
2015-04-13,log_density,3650,2.3369545450663747,2.4256907987697165,2.544502720185503,0.9360784520431338,0.889580305570941,0.21143948317884,0.21143948317884
2015-04-13,unweighted,3650,2.281401485807432,2.354057326288512,2.5664607412130995,0.8908692324827925,0.8908692324827925,0.21020179624756452,0.21020179624756452
2015-04-13,1_over_t,3650,2.294853874642233,2.297267346688912,2.5587450225351267,0.9157185857602625,0.8908297994615961,0.21023976969647912,0.21023976969647912
2015-04-20,log_density,3643,2.3267316270729026,2.4087362275533195,2.5564336966818493,0.9354099603384558,0.8882893799974589,0.21164665578586933,0.21164665578586933
2015-04-20,unweighted,3643,2.2700699579929045,2.3870520540742035,2.57894914478424,0.8896288829943079,0.8896288829943079,0.21037391950773476,0.21037391950773476
2015-04-20,1_over_t,3643,2.2829754101158874,2.2916192095197845,2.571605835768381,0.9144266579252838,0.8895918164692573,0.21040924204401995,0.21040924204401995
2015-04-27,log_density,3636,2.3164562398522794,2.4067115223178597,2.568253572259595,0.9347815740192794,0.8870200033485769,0.21183627784180883,0.21183627784180883
2015-04-27,unweighted,3636,2.2589822169680005,2.3600971023403936,2.591221127732673,0.8883957640663491,0.8883957640663491,0.2105425590959627,0.2105425590959627
2015-04-27,1_over_t,3636,2.271621463558988,2.2722268925414326,2.584079360407422,0.9131668096619977,0.888359518779549,0.21057674487703004,0.21057674487703004
2015-05-04,log_density,3629,2.305611093046247,2.408778916741179,2.580390917589209,0.9341335666547785,0.8857236201349021,0.21202002759968788,0.21202002759968788
2015-05-04,unweighted,3629,2.247709425067027,2.3539241065970327,2.6036231387014723,0.8871209683536998,0.8871209683536998,0.21071977177447754,0.21071977177447754
